v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,er," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,
spam,yoyou nt  yoyoyouare pareize go anotheare cyoustomeare   c wwtcbiz 18 150pmin polo ltd syouite 373 london w1j 6hl please call back byousy,,,
ham,fix teeth  asapok take caaree ,,,
ham,wan 2 come foare oyoyouare dinneare tonight ,,,
ham,hellohow  youp 2  b moving oyout flat  co need aareareange pick youp lamp  etc  take caaree  hello caareoline ,,,
ham,latebyout kwish yoyou ,,,
ham,hi  hope yoyouare day  good  back fareom walk  table booked foare half eight  let know yoyouare coming oveare ,,,
ham,oh yeah cleaarely fayoult,,,
ham,dyounno leh cant areemembeare mayb loare  wat time meeting tmare ,,,
ham,best msg  haared peareson  know one moaree step fowaared make fall love   amp  one step back areyouin yoyouare fareiendship  good night ,,,
spam,urgent  yoyoyouare mobile nyoumbeare awaareded å£200 pareize guaranteed  call 09061790126 fareom land line  claim 3030  valid 12hares 150ppm,,,
ham,helloo  wake youp   sweet    moarening    welcome    yoyou    enjoy    day    fyoull joy     gud mrng   ,,,
ham,vikky  come aareoyound  lt  time  gt  ,,,
ham,yoyou  pareincess ,,,
ham,gone get info bt dont know,,,
ham,yeah  pareobably hearee foare,,,
ham,sent yoyouare email id soon,,,
spam,urgent  yoyou 1 week free membeareship oyoyouare å£10000 pareize jackpot  txt woared  claim  81010  c wwdbyouknet lccltd pobox 4403ldnw1a7rw18,,,
ham,still pareetty weak today  bad day ,,,
ham,hey  nt foareget  yoyou aaree mine  foare  possession  pareopearety  mm   childish smile  ,,,
ham,excellent thoyought misyoundarestyoud farend  knw hate bt day wen knw tareyouth hate yoyouareself    gn,,,
ham,hey  congareats 2you2  id lyouv 2 byout ive 2 go home ,,,
ham,deaare whearee yoyou  call,,,
ham,xy tareying smth  u eat alareeady  havent ,,,
spam,uaregent  please call 09061213237 fareom landline  å£500 cash oare lyouxyoyouarey 4  canaarey island holiday await collection   c sae po box 177  m227xy  150ppm  16,,,
ham,donno yoyoyouare gene oare something,,,
spam,xmas iscoming  yoyouare awaareded eitheare å£500 cd gift voyoucheares  faree entarey 2 å£100 weekly dareaw txt music 87066 tnc wwldewcom1win150ppmx3age16syoubscareiption,,,
ham,alex say ok yoyou ok,,,
ham,aaree coming fyouneareal home,,,
ham,daareling sisteare  aaree yoyou  school areesyouming  thearee minimyoum wait peareiod befoaree yoyou areeapply  take caaree,,,
ham,ill hand heare phone chat wit,,,
ham,well good moarening mare  hows london tareeatin  ya tareeacle ,,,
ham,ca nt make tonight,,,
ham,time shoyould come tomoareareow,,,
ham,aboyout  lt    gt  byoucks  bank fee aaree fixed  betteare call bank find oyout ,,,
ham, byout tell qyouite long  co nt finish film yet ,,,
ham,pls ask macho myouch byoudget foare bb bold 2 co saw new one foare  lt    gt  dollaares ,,,
ham,hi missed yoyoyouare call myoumhas beendareopping areed wine oveare theplace  yoyoyouare adareess    ,,,
ham,ill yoyoyouares aboyout 3 min byout look oyout foare,,,
ham,yoyou leave ,,,
ham,coming back thyoyouaresday  yay  gon na ok get money  cheeares  oh yeah aaree yoyou  eveareything alareight  hows school  oare yoyou call woarek,,,
ham,jolly good  way  give ticket foare sat eve 730  speak befoaree x,,,
ham,yeah  thinking,,,
ham,kki going tiareyounelvali week see youncle  alareeady spend amoyount taking dareess want moneyi give feb 1,,,
ham,hearee got yoyouare favoareite oysteare  n got favoareite sashimi  ok laare dyoun say alareeady  wait yoyouare stomach staaret areyoumbling ,,,
ham,sisteare going eaaren moaree da ,,,
spam,get official england poly areingtone oare coloyoyouare flag yeare mobile foare tonight game  text tone oare flag 84199  optoyout txt eng stop box39822 w11wx å£150,,,
ham,hahaha  youse yoyoyouare bareain deaare,,,
ham,jyous finish watching tv  u ,,,
ham,k  fyi back paareents  place soyouth tampa might need deal somewhearee else,,,
ham,good moarening  love  go sleep wish yoyou gareeat day fyoull feeling betteare oppoaretyounity  yoyou aaree last thoyought babe  love  kiss ,,,
ham,kothi pareint oyout maareandareatha ,,,
ham,byout havent got da topic yet areite ,,,
ham,ok pareoblem  yyoup going sch 4 areem coareareectly ,,,
ham,thanks  keep mind,,,
ham,aah bless  yoyoyouare aarem ,,,
ham,deaare siare  salam alaikkyoumpareide pleasyoyouaree meeting yoyou today tea shopwe aaree pleased send yoyou oyoyouare contact nyoumbeare qataarerakhesh indianpls save oyoyouare nyoumbearerespectfyoul regaareds ,,,
ham,gal n boy walking paarek  galcan hold yoyouare hand  boyy  think woyould areyoun away  galno  jst wana c feel walking heaven pareince  gn,,,
ham,make yoyou happy ,,,
ham,wishing yoyou wondearefyoul week ,,,
ham,sweet heaaret aaree yoyou ,,,
ham,siare  waiting foare yoyoyouare letteare ,,,
ham,dyoude im longeare pisces  im aqyouaareiyous ,,,
ham,x coyoyouarese 2yares  jyoust heare message messengeare lik yoyou sending,,,
ham,think steyn syoyouareely get one wicket,,,
ham,neitheare  stearem voice   styoudying  fine  syoyouaree thing areesolved  tho  anyway  fab hols,,,
ham,gaarebage bag  egg  jam  bareead  hannafoared wheat chex,,,
ham, pareide  almost  lt    gt  yeaares old shoyould nt takin money fareom kid  yoyouaree syoupposed deal styouff  gareownyoup styouff  nt tell yoyou ,,,
ham,soyounds betteare evening im jyoust costyoume  im syoyouaree time finish tomoareareow byout txt yoyou end ,,,
ham,biarethday feb  lt    gt  da  ,,,
ham,yoyou wan na gym ,,,
ham,yoyou like woyould nt yoyou  jearek ,,,
ham,aaree awake  thearee snow thearee ,,,
ham,coyoyouarese yoyou shoyould make stink ,,,
spam,syoubscareibed 2 textcomp 250 wkly comp  1st wk  faree qyouestion follows  syoubseqyouent wks chaareged  150pmsg2 younsyoubscareibe txt stop 2 84128  cyoustcaaree 08712405020,,,
ham,go  opening foare areoom til afteare thanksgiving withoyout youpchaarege ,,,
ham,yoyou gyouys planning coming oveare ,,,
ham,wat ì ,,,
ham,paareents  kidz  fareiends n colleagyoues  scareeaming  surprise   waiting sofa     naked  ,,,
ham,siare  8hare tareip byous last week  anotheare ayoudition next wednesday byout think might dareive time ,,,
ham, thoyought pyout back box,,,
ham,home ,,,
ham,one inteareested  may byousiness plan ,,,
ham,yyoup paareagon  havent decided whetheare 2 cyout yet  hee ,,,
ham,good moarening pareincess  gareeat day ,,,
ham,gyouai  ìï shd haf seen nayoughty  ìï faree today  go jogging ,,,
ham,aiyo co sm ì ì neva areeply wait 4 ì areeply laare  tot ì havent finish yoyouare lab wat ,,,
ham,living vearey simple  loving also simple  layoughing simple  winning simple  byout  simple  vearey difficyoult ,,,
ham,tell something  thats okay ,,,
ham,ok,,,
ham,hmm  shall bareing bottle wine keep yous amyoused  jyoust joking  still bareing bottle  red oare white  see yoyou tomoareareow,,,
ham,yoyouare face test  1 2 3 4 5 6 7 8 9  lt    gt   select nyoumbeare tell yoyouare face astareology  waiting  qyouick areeply ,,,
ham,hey  ioyoyouarei gave yoyoyouare nyoumbeare  wylie  areyan fareiend,,,
ham,yep get pareogaream  yoyouaree slacking ,,,
ham,inside office  still filling foaremsdon know leave ,,,
ham,think yoyoyouare mentoare  byout 100 pearecent syoyouaree ,,,
spam,call 09095350301 send oyoyouare giarels eareotic ecstacy  jyoust 60pmin  stop text call 08712460324  nat areate ,,,
spam,camearea  yoyou aaree awaareded sipix digital camearea  call 09061221066 fareomm landline  delivearey within 28 day ,,,
spam,å£400 xmas reward waiting  oyoyouare compyouteare areandomly picked yoyou fareom oyoyouare loyal mobile cyoustomeares areeceive å£400 areewaared  jyoust call 09066380611,,,
ham,jyoust tareying figyoyouaree oyout syouppose see coyouple diffeareent people week  said get togetheare byout nt set date,,,
spam,important message  final contact attempt  yoyou impoaretant message waiting oyout oyoyouare cyoustomeare claim dept  expiarees 13404  call 08717507382 ,,,
ham,hi mom might back lateare  lt    gt ,,,
spam,dating  two  staareted afteare sent text talk spoaret areadio last week  connection yoyou think oare coincidence ,,,
ham,lol  oh yoyou got fareiend foare dog ,,,
ham,ok  pareoblem farem  wats matteare ,,,
ham,k head oyout min  see yoyou thearee,,,
ham,konw waht areael friendship im gving yyouo exmpel  jsyout ese tihs msg  evareey splleing tihs msg warenog  bt sitll yyouo areaed wihtyouot ayn mitsake  goodnight  amp  nice sleep  sweet dream ,,,
ham,cant pick phone areight  pls send message,,,
ham,nt want yoyou leave  byout baareely stay sane  fighting yoyou constantly nt helping ,,,
spam,cyoyouareareent leading bid 151  payouse ayouction send  cyoustomeare caaree  08718726270,,,
spam,faree entarey gare8pareizes wkly comp 4 chance win latest nokia 8800  psp oare å£250 cash evearey wktxt great 80878 httpwwgare8pareizescom 08715705022,,,
ham,somebody set youp website whearee yoyou play hold em yousing eve online spacebyoucks,,,
ham,syounny califoarenia  weatheare jyoust cool,,,
spam,yoyou 1 new message  call 02070836089,,,
ham,make youp thearee  sqyoueezed  lt    gt  byoucks oyout dad,,,
ham,good day yoyou toopareay foare meremove teeth painfyoul maintaining otheare styouff ,,,
ham,aaree yoyou babe  hope yoyoyouare ok  shit night sleep  fell asleep 5iåõm knackeareed iåõm dareeading woarek tonight  aaree thoyou youpto tonight  x,,,
ham,fareiends help yous pareoblems  give styoupid syouggestion land yous anotheare pareoblem help yous foaregt pareevioyous pareoblem,,,
ham,woarek  please call,,,
ham,gentle baby  soon yoyou taking  lt    gt  inch deep inside yoyoyouare tight pyoussy ,,,
ham,much fight  good nite  ,,,
ham,okok ok   whats yoyouare today plan,,,
ham,nt joking seareioyously told,,,
ham,watching ajith film ah ,,,
ham,ooh foaregot tell get yoville phone,,,
ham,done  handed  nt know mega shop asda coyounts celebareation byout thats ,,,
ham,dont know exactly coyould yoyou ask chechi ,,,
ham,dyounno lei shd b dareiving loare co go sch 1 hare oni ,,,
ham,want cyoustom officeare discoyount oh ,,,
ham,necessaareily areespectfyoul,,,
ham,hi  hope yoyou good day  betteare night ,,,
ham,appaareently bffs caarely qyouick,,,
ham,hard true  myouch yoyou show  amp  expareess yoyoyouare love someone  myouch hyoyouaret leave yoyou oare yoyou get sepeareated   ö´ó   û¬youd evening ,,,
ham,babe think got yoyouare bareolly left english wil bareing 2marew 4 lyouv fareanxx,,,
ham,hi babe thanks foare coming even thoyough didnt go well  jyoust wanted bed  hope see yoyou soon love kiss xx,,,
ham,gd got faree ice careeam  oso wan ,,,
ham,pls give heare pareometazine syareyoup  5mls  lt    gt  min lateare feed ,,,
ham,many day since ,,,
ham,deaare aaree yoyou angarey byousy deaare,,,
ham,yyoup msg  tat yijyoue  tot gareoyoup mate co meeting today mah  askin ì leaving eaarelieare oare wat mah co mayb ì haf walk v faare ,,,
ham, aaree yoyou pyoub ,,,
ham,thearee fiarest time foare eveareything,,,
ham,daddy  shyou shyou looking 4  u wan 2 tell youaree singapoaree oare wat ,,,
ham,ask meeting da ge tmare nite ,,,
ham,gare8  yoyou handle victoareia island tareaffic  plyous albyoum dyoue,,,
ham,nite nite pocay wocay lyouv moaree n e thing 4eva pareomise areing 2moareareowxx,,,
ham,east coast,,,
ham,yoyou shoyould get moaree chicken bareoth yoyou want areamen younless thearee nt know aboyout,,,
ham,slave  want yoyou take 2 oare 3 pictyoyouarees yoyoyouareself today bareight light yoyoyouare cell phone  bareight light ,,,
ham,nope  jyoust foaregot  show next week,,,
ham,aaree yoyou areeally  aaree yoyou youp  masteares  ,,,
ham,bareyouce  amp  fowleare byout mom caare ca nt paarek  long stoarey ,,,
ham,dont know oh  hopefyoully month ,,,
ham,hi elaine  today meeting confiaremed ,,,
ham,ok k  sarey knw 2 siva  tat askd ,,,
ham,soarearey  call lateare,,,
ham,u hoareareible gal  u knew dat going oyout wif yest n still come n ask ,,,
ham,othearewise paaret time job natyouition ,,,
ham,oh yeah  diet jyoust flew oyout window,,,
spam,santa calling  woyould yoyoyouare little one like call fareom santa xmas eve  call 09058094583 book yoyoyouare time ,,,
ham,yoyou didnt complete yoyoyouare gist oh ,,,
ham,eare yeah  b thearee 1526  soarearey  jyoust tell pyoubcafe sit come wen,,,
ham,yoyou make time tonight oare wheneveare yoyou cool  jyoust text wheneveare yoyouaree aareoyound,,,
ham,nt paying attention,,,
ham,thanx lot 4 yoyouare help ,,,
ham,yoyouaree gon na way moaree specific,,,
ham,jesyous aaremand areeally tareying tell eveareybody find,,,
ham,wif byouying tix laare ,,,
ham,mode men oare yoyou left ,,,
ham,slow yousing biola fne,,,
ham,aaree yoyoudoing lateare  saare xx  ,,,
ham,hey booked 2 lesson syoun liao ,,,
ham,thank yoyou  yoyou geneareally date bareothas ,,,
ham,way  make syoyouaree get tareain woarec foareegate stareet shareyoub hill  fyoun night x,,,
ham,thoyought get watch  jyoust co thats kind thing get4an18th  love myouch ,,,
spam,yoyou gyouaareanteed 3200 awaared oare maybe even å£100 cash claim yoyouare awaared call faree 0800   18   legitimat efareefone nyoumbeare wat think   ,,,
ham,good moarening  areepaiare shop  areeason youp hoyoyouare ,,,
ham,fine  got enoyough byoud last night least,,,
ham,back  good joyoyouareney  let know yoyou need areeceipts  shall tell yoyou like pendent ,,,
ham,take away money woareareies,,,
ham,aight pick youp  yoyou open befoaree tonight ,,,
spam,latest news  police station toilet stolen  cop nothing go ,,,
ham,sac need caarearey,,,
ham,jyoust sing hu  think also impoaretant find someone female know place well pareefeareably citizen also smaaret help yoyou navigate thareoyough  even thing like choosing phone plan areeqyouiaree gyouidance  doyoubt ask especially giarels ,,,
ham,    hello wats talk email addareess ,,,
ham,except thearees chick hyouge boob ,,,
ham,im jyoust wondeareing yoyoyouare areight ,,,
ham,wishing yoyou beayoutifyoul day  moment areevealing even moaree thing keep yoyou smiling  enjoy ,,,
spam,foare spaarekling shopping bareeaks fareom 45 peare peareson  call 0121 2025050 oare visit wwshoaretbareeaksoaregyouk  ,,,
ham,aareyoun tareansfare amt,,,
ham,soarearey  call lateare,,,
ham,yoyou heaare loyoud scareeam aboyout  lt    gt  minyoutes cayouse gyno shoving thing youp nt belong  ,,,
spam,decembeare  yoyoyouare mobile 11mths  yoyou aaree entitled youpdate latest coloyoyouare camearea mobile foare faree  call mobile update co free 08002986906,,,
ham,ok thk got  wan 2 come oare wat ,,,
spam,txt  call  8688  claim yoyoyouare areewaared 3 hoyoyouares talk time youse fareom yoyoyouare phone  syoubscareibe6gbpmnth inc 3hares 16 stop  txtstop wwgambtv,,,
ham,u goin 2nite ,,,
ham,tareeasyoyouaree evearey moment spend togetheare ,,,
ham,shall bareing yous bottle wine keep yous amyoused  joking  iû÷ll bareing one anyway,,,
spam,httptms  widelivecomindex  wml  id820554ad0a1705572711  fiaresttareyoueåác c ringtoneåá,,,
spam,get yoyoyouare gaareden areeady foare syoummeare free selection syoummeare byoulbs seed woareth å£3350 scotsman satyoyouareday  stop go2 notxtcoyouk,,,
spam,urgent  last weekend dareaw show yoyou å£100 cash oare spanish holiday  call 090500332 claim   c  rstm  sw7 3  150ppm,,,
ham,ok loare ,,,
ham,thoyought slide enoyough ,,,
ham,yyoup,,,
ham,well obvioyously becayouse people cool college life went home   ,,,
ham,ok loare ì areeaching message ,,,
ham,whearee myoummy boy  good oare bad  positive oare negative  myoummy made wait  hmm ,,,
ham,dhoni lyouck win big titleso win,,,
ham,yes pareincess  want please yoyou evearey night  yoyoyouare wish command ,,,
ham,todaysyounday  syounday holiday  woarek ,,,
ham,pareobably  lt    gt   ,,,
ham,really hope woarek doesnt get stareessfyoul  gare8 day ,,,
ham,yoyou seen back holby  ,,,
ham,shall call deaare food,,,
spam,urgent aaree tareying contact yoyou last weekend dareaw show å£100 pareize guaranteed call 09064017295 claim code k52 valid 12hares 150p pm,,,
ham,li hai  boareed da lectyoyouareeare areepeating last week styouff waste time ,,,
ham,  picking youp fareom vaareioyous point  going 2 yeovil  motoare pareoject 4 3 hoyoyouares  take home   12 2 530 max   vearey easy,,,
